year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,83.8,63.5,3251,3350,3310,3500,3000,3500
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,94.9,66.7,3378,3300,3440,3340,3000,3800
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,91.8,63.5,3756,3700,3926,3797,3400,4050
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,90.9,43.2,3507,3450,3561,3450,3128,3900
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,87.2,44.7,3558,3575,3644,3650,3250,4025
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,95.8,50,3608,3300,3797,3854,3200,4500
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,96.6,63.8,3371,3300,3472,3350,3000,3900
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,96.3,70.4,3417,3300,3580,3650,3300,3850
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,83.8,53.5,3315,3200,3433,3300,3100,3650
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,92.5,67.5,3989,3710,4043,3800,3500,4583
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,95.4,66.2,3529,3500,3598,3600,3300,3800
2020,Nanyang Technological University,College of Science,Biological Sciences,88.9,56.7,3319,3300,3401,3325,3200,3650
2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,94.7,84.2,2950,3000,2969,3000,2800,3150
2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,91.9,45.6,3230,3200,3345,3245,3000,3635
2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,95.5,63.6,3637,3550,3657,3550,3400,3764
2020,Nanyang Technological University,College of Science,Mathematical Sciences,92.4,68.9,3746,3600,3823,3656,3300,4250
2020,Nanyang Technological University,College of Science,Mathematics and Economics,87.1,55.7,3849,3832,3949,3832,3500,4300
2020,Nanyang Technological University,College of Science,Physics and Applied Physics,92.6,48.5,3643,3600,3719,3700,3500,3850
2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,91.5,52.5,3494,3240,3661,3300,3000,4200
2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,98.4,3582,3798,3682,3799,3600,3806
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3660,3799,3744,3800,3700,4000
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4775,4700,5387,5250,5000,5900
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,90.4,39.8,3639,3100,3868,3300,2700,3600
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),93.1,54.2,3529,3500,3586,3500,3300,3854
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,93.5,65.3,3597,3500,3666,3500,3345,3875
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4202,4200,4280,4200,4200,4600
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),95.8,53.1,3500,3500,3577,3500,3300,3740
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),97,78.2,3955,4000,4155,4000,3700,4500
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95.5,86.5,3661,3500,3739,3590,3500,4050
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,75.4,4256,4000,4370,4200,3800,5000
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,91.3,73.9,4499,4000,4584,4000,3765,5000
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),100,63.2,3473,3500,3572,3500,3250,3875
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97.2,93,4236,4010,4337,4380,3700,4800
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),90.3,66.1,3795,3700,3922,3900,3600,4200
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.2,69.6,3832,3700,3946,3800,3500,4200
2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,91.8,86.8,4848,4640,5009,5000,4400,5600
2020,National University of Singapore,Faculty of Science,Bachelor of Science,86,42.1,3195,3000,3297,3100,3000,3650
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),93.1,57.4,3636,3500,3723,3528,3300,4000
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,80,40,4563,4525,4625,4650,4250,5000
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.3,93.7,3590,3600,3751,3700,3500,3950
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,100,78.3,4417,4125,4456,4125,3900,4900
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,96.3,66.7,4910,4000,5043,4150,3300,6100
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94.9,80.7,4459,4000,4579,4000,3600,5000
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,90.9,63.6,4443,3500,4443,3500,2800,5500
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),96.8,92.1,3951,3400,4050,3500,3000,4425
2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),97.1,92.6,5576,5100,5735,5243,4400,6316
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,90.9,90.9,4620,4650,4746,5000,4200,5300
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.6,93.1,4591,4495,4764,4500,4000,5400
2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),98,84.3,4985,5000,5094,5000,4480,5800
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),94,91,3984,4000,4058,4000,3650,4300
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,90.3,22.6,3417,3500,3417,3500,3000,3500
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),92.2,66.7,3338,3200,3400,3200,3000,3500
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),95.1,68.6,3609,3600,3682,3630,3200,4000
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,100,100,4688,4700,5306,5250,5000,5800
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,92.2,3269,3250,3489,3500,3250,3680
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),98.5,97,3371,3400,3616,3600,3500,3750
2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,69.2,15.4,3163,3125,3238,3275,3125,3350
2020,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,65.7,4242,3800,4370,3890,3475,5000
2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,92.6,77.8,5615,5350,5798,5350,4225,6485
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),93.7,81.1,4904,5000,4977,5000,4080,5500
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,92.9,47.6,3251,3250,3409,3250,3010,3750
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,78.6,3486,3500,3575,3500,3100,3600
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,97.1,70.6,2845,2835,2862,2887,2675,3000
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,97.7,81.8,3960,4000,3974,4000,3500,4200
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,97.6,90.5,4390,4200,4399,4200,3880,4500
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.4,69.8,3107,3000,3120,3000,3000,3200
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,95.9,4023,4000,4237,4300,3600,4630
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),96.2,83,4275,4000,4366,4000,3600,4750
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,94.2,73.9,3329,3375,3749,3740,3400,4000
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98.1,84.6,3585,3500,3702,3500,3375,3800
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),97.1,77.1,3823,3925,4203,4105,3650,4370
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),92.9,55.4,4083,4200,4135,4200,3380,4800
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,89.9,47.9,3041,3000,3148,3000,2800,3400
2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),95.7,82.6,4044,4090,4114,4185,3750,4250
2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,95.2,52.4,3060,3000,3084,3000,2770,3400
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,95.7,47.8,3095,3000,3242,3200,3000,3500
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,97.9,68.8,3501,3500,3603,3500,3400,3850
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,79.2,3774,3650,3821,3750,3300,4370
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,94.6,57.1,3281,3300,3443,3350,3025,3925
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,78.6,42.9,3217,3150,3244,3200,2600,3465
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,69.2,3921,3800,4160,4000,3750,4800
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),100,100,3446,3400,3685,3650,3400,3859
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3510,3400,3542,3400,3364,3629
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),98.2,96.3,3485,3480,3518,3500,3400,3700
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,100,83.3,3380,3500,3380,3500,3400,3500
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,97.9,78.7,3444,3400,3518,3500,3200,3700
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,96.2,94.2,3436,3270,3725,3650,3405,4000
2020,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,93.3,48.9,3147,3100,3387,3175,2815,3650
2020,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology,94.7,39.5,3760,3600,3773,3600,3350,4000
2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86,66.7,2497,2475,2675,2550,2300,2820
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,85.7,38.1,2773,2800,2876,2800,2500,3000
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,83.9,45.2,2958,2500,2992,2600,2500,3500
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,91.2,35.3,4127,3900,4159,3921,3400,5010
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,100,37.9,3900,3750,3940,3750,3400,4600
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,95,53.3,3461,3500,3592,3500,3200,3650
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,89.3,58.9,3579,3454,3690,3600,3200,4000
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,98.6,89.9,4517,5000,4530,5000,4000,5000
2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,93.7,68.4,3634,3480,3919,3700,3400,4300
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,94.7,86,3636,3050,3694,3100,3000,4000
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,86.1,3979,3600,4057,3744,3000,4583
2020,Singapore Management University,School of Business (4-year programme) *,Business Management,95.8,68.4,4183,3800,4293,3850,3440,4600
2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.5,78.7,4596,4000,4688,4000,3600,5000
2020,Singapore Management University,School of Economics (4-year programme) *,Economics,91.5,70.5,4181,3750,4290,3800,3400,4500
2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.7,82.9,4670,4000,4749,4000,3660,5275
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,93.1,83.9,4548,4500,4683,4542,4000,5400
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),93.3,93.3,4903,5000,5064,5000,4500,5416
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,89.9,52.8,3540,3360,3626,3500,3200,4000
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),90.6,65.6,3711,3510,3784,3510,3230,4200
2020,Singapore Management University,School of Law (4-year programme) *,Law #,95.5,91.1,4729,4500,4804,4588,4000,5600
2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,97,95.5,5053,5000,5141,5000,4500,5735
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,100,88.2,2879,3000,2879,3000,2700,3016
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,90.6,22.6,2947,2750,3051,2950,2650,3300
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,97.3,89.2,3443,3500,3486,3500,3450,3655
2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,94.6,81.7,3059,3000,3116,3000,3000,3000
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,100,50,3537,3163,3854,3163,2850,4466
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.1,51.3,3126,2900,3246,2900,2750,3520
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,88,36,3125,3100,3284,3185,2950,3500
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),94.6,82.1,3809,3800,3901,3800,3500,4150
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.2,77.1,4195,3950,4287,4000,3725,4900
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),96.9,85.4,4581,4500,4734,4500,4000,5000
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),100,95.6,3897,3800,3982,3800,3500,4070
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,97.7,93,3505,3300,3539,3400,3100,3500
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99.2,96.2,5018,4500,5173,4500,3700,5858
2021,Nanyang Technological University,College of Business (Nanyang Business School),Business,96.2,85.2,4211,4000,4362,4000,3500,4800
2021,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,93.8,87.5,6418,6300,6578,6300,5250,8225
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,94.4,87.3,4250,4250,4321,4471,3792,5000
2021,Nanyang Technological University,College of Engineering,Bioengineering,90.9,75.8,3480,3483,3654,3500,3300,3850
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,91.1,84.8,3784,3600,3959,3740,3600,4300
2021,Nanyang Technological University,College of Engineering,Civil Engineering,97.7,92,3596,3500,3664,3540,3400,3800
2021,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,89.6,4649,4500,4847,4500,4000,5000
2021,Nanyang Technological University,College of Engineering,Computer Science,97,91,4871,4800,4924,4800,4200,5450
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,90.9,90.9,4485,4580,4566,4583,4530,4900
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,93.9,88.6,3978,3900,4069,4000,3600,4400
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,96.6,86.2,3422,3500,3487,3500,3200,3600
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,95.7,88.6,4247,4200,4325,4200,3900,4800
2021,Nanyang Technological University,College of Engineering,Maritime Studies,98.4,95.2,3697,3500,3763,3500,3500,4000
2021,Nanyang Technological University,College of Engineering,Materials Engineering,96.3,83,3701,3600,3801,3650,3500,4000
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,94,86.1,3845,3700,4006,3800,3570,4400
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",86.2,46.6,3146,3000,3182,3000,2650,3675
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,87,72.5,3376,3250,3483,3300,3053,3650
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,96.9,80.8,3463,3375,3548,3500,3000,3943
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,93.5,88.3,3658,3500,3720,3650,3300,4000
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,95.5,64.2,3254,3300,3354,3500,3000,3600
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,82.2,66.7,3724,3675,3800,3675,3500,4000
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,92.9,75,3794,3650,3822,3650,3450,4180
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,87.2,70.2,3351,3300,3398,3300,3000,3850
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,88.5,57.7,3394,3400,3502,3400,2915,4480
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,91.8,71.8,3342,3300,3362,3350,3000,3500
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,83.3,77.1,4024,3778,4105,3804,3500,4524
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,91.3,69.6,3509,3475,3567,3500,3200,3940
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,96.8,81.7,3470,3400,3569,3500,3260,3800
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,90.9,77.3,3023,3100,3119,3100,2890,3300
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,90.2,74.4,3367,3400,3501,3400,3100,3700
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,100,91.3,3810,3892,3888,3950,3500,4300
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,91,75.6,3939,3750,4039,3806,3500,4500
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,84.5,69,3710,3570,3793,3600,3384,4000
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,86.2,55.4,3292,3300,3438,3300,3100,3620
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3563,3754,3718,3780,3700,3900
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,100,100,3578,3776,3796,3904,3727,4000
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4702,4700,5404,5500,5200,5800
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,91.4,70,3405,3200,3600,3200,2850,4100
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.8,68.3,3619,3500,3731,3650,3400,3983
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.5,78.2,3757,3531,3850,3600,3400,4100
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4256,4200,4286,4200,4200,4600
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),94.4,83.3,3610,3500,3732,3600,3300,4000
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),91.4,84.8,3793,3700,4023,3800,3600,4300
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97.3,97.3,3780,3700,3897,3700,3500,4100
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),95.1,93,4251,4000,4377,4150,3900,4550
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,89.5,68.4,4189,4500,4399,4500,4000,4900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),97.1,88.6,3572,3500,3607,3500,3300,3900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.7,91.8,4237,4150,4417,4500,4000,4900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),91.7,87.5,3899,3775,4020,3896,3600,4200
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.5,89.5,3965,3800,4115,3875,3500,4550
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,96.5,93.5,5398,5150,5627,5600,4500,6000
2021,National University of Singapore,Faculty of Science,Bachelor of Science,82.4,56.9,3446,3300,3627,3527,3100,4000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),92.2,76.5,3665,3500,3767,3600,3400,4000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,100,100,4655,4500,4677,4500,4000,5000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,95.9,91.9,3773,3760,3923,3915,3636,4200
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),97.7,95.3,4819,4500,4981,4800,4200,5400
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.7,81.6,5199,3550,5567,3700,3125,7625
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.1,93.5,4828,4200,4950,4347,3700,5200
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,100,100,3380,3300,3515,3400,3013,3750
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97,96.3,4124,3430,4194,3500,3200,4600
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),99.1,96.4,5898,5800,6002,6000,5000,6900
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,100,100,4992,5000,5095,5400,4305,5500
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),97.5,96.2,5087,5000,5217,5000,4500,5400
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),100,100,5437,5050,5603,5400,4800,6125
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),97.7,96.6,4090,4000,4139,4000,3600,4440
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87.5,75,4146,3825,4178,3825,3200,4250
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),93.1,92.1,3424,3450,3560,3500,3200,3700
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.5,82.4,3692,3575,3863,3700,3400,4000
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),96.2,93.3,3300,3350,3530,3550,3350,3750
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),97.9,96.8,3482,3500,3750,3750,3550,3950
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,82.4,35.3,3136,2958,3203,3100,2915,3600
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,88.3,70.8,4344,4000,4453,4000,3500,5000
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,94.6,83.8,4779,4500,4952,4500,3800,5650
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),97.4,91.2,5345,5000,5473,5400,4500,6200
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,97.4,81.6,3544,3500,3658,3650,3100,3996
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,81.5,3457,3200,3490,3300,3200,3500
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,80,63.3,3081,3200,3125,3200,2835,3500
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,88.2,85.3,4229,4000,4324,4000,3700,4968
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95.1,92.7,4962,4600,4984,4600,4300,5175
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.7,86.8,3363,3400,3431,3400,3200,3460
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,98.2,4934,4800,5251,4950,4605,5552
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,98,5126,5000,5215,5000,4590,5500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,100,91.7,3297,3200,3394,3300,2500,4000
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,98.3,87.9,3423,3500,3736,3600,3300,4000
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98,96.1,3707,3600,3773,3680,3500,3950
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,96.3,88.9,3606,3500,3788,3700,3485,4250
